Date,Season,Region,Site_j,Site,Point,Lat,Long,Depth,Type,Jap_name,Species,Cover,DW_g_m2,Source,Person
2022/4/13,Flourish,SetoIslandSea,山口県柳井市平郡島,Heigun,L1-60ｍ,33.79943867,132.2475134,,Mix,,,75,1119.6,PARI,Watanabe
2022/4/13,Flourish,SetoIslandSea,山口県柳井市平郡島,Heigun,L1-70ｍ,33.79943867,132.2475134,,Mix,,,60,510,PARI,Watanabe
2022/4/13,Flourish,SetoIslandSea,山口県柳井市平郡島,Heigun,L1-80ｍ,33.79943867,132.2475134,,Mix,,,93,1400.4,PARI,Watanabe
2022/4/13,Flourish,SetoIslandSea,山口県柳井市平郡島,Heigun,L1-90ｍ,33.79943867,132.2475134,,Mix,,,85,981.6,PARI,Watanabe
2022/4/13,Flourish,SetoIslandSea,山口県柳井市平郡島,Heigun,L2-40ｍ,33.79943867,132.2475134,,Mix,,,75,907.2,PARI,Watanabe
2022/4/13,Flourish,SetoIslandSea,山口県柳井市平郡島,Heigun,L2-50ｍ,33.79943867,132.2475134,,Mix,,,35,1032,PARI,Watanabe
2022/4/13,Flourish,SetoIslandSea,山口県柳井市平郡島,Heigun,L2-60ｍ,33.79943867,132.2475134,,Mix,,,28,804,PARI,Watanabe
2022/4/13,Flourish,SetoIslandSea,山口県柳井市平郡島,Heigun,L2-70ｍ,33.79943867,132.2475134,,Mix,,,70,840,PARI,Watanabe
2022/4/13,Flourish,SetoIslandSea,山口県柳井市平郡島,Heigun,L1-80ｍ,33.79943867,132.2475134,,Mix,,,48,587.4,PARI,Watanabe
2003/5/29,Flourish,EastChinaSea,福岡県宗像市大島加代鼻地先,Munakata,19_16_25_2003_5_1,33.9115,130.4486,0,AKAMOKU,AKAMOKU,Sargassum horneri,37.5,165.6,Akimoto T et al. 2008,Sato
2003/5/29,Flourish,EastChinaSea,福岡県宗像市大島加代鼻地先,Munakata,19_16_58_2003_5_1,33.9115,130.4486,3.2,ENDOMOKU,ENDOMOKU,Sargassum yendoi,2.5,45,Akimoto T et al. 2008,Sato
2007/2/27,Flourish,EastChinaSea,福岡県宗像市大島加代鼻地先,Munakata,19_16_37_2003_5_1,33.9115,130.4486,7,NOKOGIRIMOKU,NOKOGIRIMOKU,"	Sargassum macrocarpum",37.5,158.4,Akimoto T et al. 2008,Sato
2007/2/27,Flourish,EastChinaSea,福岡県宗像市大島加代鼻地先,Munakata,19_17_86_2007_2_1,33.9117,130.4489,9.7,NOKOGIRIMOKU,NOKOGIRIMOKU,"	Sargassum macrocarpum",37.5,154.2,Akimoto T et al. 2008,Sato
2007/2/27,Flourish,EastChinaSea,福岡県宗像市大島加代鼻地先,Munakata,19_18_67_2007_2_1,33.9117,130.4489,4.1,NOKOGIRIMOKU,NOKOGIRIMOKU,"	Sargassum macrocarpum",37.5,210,Akimoto T et al. 2008,Sato
2007/2/27,Flourish,EastChinaSea,福岡県宗像市大島加代鼻地先,Munakata,19_18_72_2007_2_1,33.9117,130.4489,4.6,NOKOGIRIMOKU,NOKOGIRIMOKU,"	Sargassum macrocarpum",37.5,103.2,Akimoto T et al. 2008,Sato
2003/5/29,Flourish,EastChinaSea,福岡県宗像市大島加代鼻地先,Munakata,19_16_45_2003_5_1,33.9115,130.4486,0,YANAGIMOKU,YANAGIMOKU,Sargassum coreanu,0,19.8,Akimoto T et al. 2008,Sato
2003/10/27,Flourish,EastChinaSea,鹿児島県薩摩川内市上甑町瀬上海鼠池,Satsumasendai,Line1,31.8634,129.8753,4.25,MAMETAWARA,MAMETAWARA,Sargassum piluliferum,100,253.24,JuuyoushicchiDB,Sato
2003/10/27,Flourish,EastChinaSea,鹿児島県薩摩川内市上甑町瀬上海鼠池,Satsumasendai,Line2,31.8634,129.8753,4.25,MAMETAWARA,MAMETAWARA,Sargassum piluliferum,100,255.8,JuuyoushicchiDB,Sato
2020/5/14,Flourish,EastChinaSea,北九州市若松,Kitakyushu,Wakamatsu,33.935201,130.772324,,Mix,Hondawara_ka,Sargassum spp.,52,66.567,PARI,Watanabe
2020/5/14,Flourish,EastChinaSea,北九州市若松,Kitakyushu,Wakamatsu,33.935201,130.772324,,Mix,Hondawara_ka,Sargassum spp.,0,0.0225,PARI,Watanabe
2020/5/14,Flourish,EastChinaSea,北九州市若松,Kitakyushu,Wakamatsu,33.935201,130.772324,,Mix,Hondawara_ka,Sargassum spp.,42,48.3465,PARI,Watanabe
2020/5/14,Flourish,EastChinaSea,北九州市若松,Kitakyushu,Wakamatsu,33.935201,130.772324,,Mix,Hondawara_ka,Sargassum spp.,1,7.8675,PARI,Watanabe
2020/5/14,Flourish,EastChinaSea,北九州市若松,Kitakyushu,Wakamatsu,33.935201,130.772324,,Mix,Hondawara_ka,Sargassum spp.,31,36.7245,PARI,Watanabe
2020/5/14,Flourish,EastChinaSea,北九州市若松,Kitakyushu,Wakamatsu,33.935201,130.772324,,Mix,Hondawara_ka,Sargassum spp.,0,0.597,PARI,Watanabe
2021/5/1,Flourish,EastChinaSea,北九州市若松,Kitakyushu,Wakamatsu,33.935201,130.772324,,Mix,Hondawara_ka,Sargassum spp.,52,253.578,PARI,Watanabe
2021/5/1,Flourish,EastChinaSea,北九州市若松,Kitakyushu,Wakamatsu,33.935201,130.772324,,Mix,Hondawara_ka,Sargassum spp.,1,5.016,PARI,Watanabe
2021/5/1,Flourish,EastChinaSea,北九州市若松,Kitakyushu,Wakamatsu,33.935201,130.772324,,Mix,Hondawara_ka,Sargassum spp.,1,2.712,PARI,Watanabe
2021/5/1,Flourish,EastChinaSea,北九州市若松,Kitakyushu,Wakamatsu,33.935201,130.772324,,Mix,Hondawara_ka,Sargassum spp.,1,2.988,PARI,Watanabe
2021/5/1,Flourish,EastChinaSea,北九州市若松,Kitakyushu,Wakamatsu,33.935201,130.772324,,Mix,Hondawara_ka,Sargassum spp.,41,108.576,PARI,Watanabe
2021/5/1,Flourish,EastChinaSea,北九州市若松,Kitakyushu,Wakamatsu,33.935201,130.772324,,Mix,Hondawara_ka,Sargassum spp.,1,1.758,PARI,Watanabe
